pond_id,granule_id,orbit_direction,date,time_jst,rain_7d_mm,layer,band,band_label,scene_flag,band_area_m2,sampled_pixels,positive_pixels,positive_ratio,min_db,p10_db,p25_db,median_db,p75_db,p90_db,max_db,mean_db,baseline_median_db,delta_from_baseline_db
27,NISAR_L2_PR_GCOV_028_024_A_018_4005_DHDH_A_20260814T202858_20260814T202933_P05023_N_F_J_001,ASCENDING,2026-08-15,2026-08-15 05:28,9.200000,HVHV,outside_50_100,外側50–100 m,ok,71968.696664,722,709,0.981994,-24.146454,-18.852033,-16.020915,-13.245626,-10.978485,-9.366618,-3.003480,-13.648629,-13.115293,-0.130333
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HHHH,inside_0_20,内側0–20 m,ok,17985.035764,183,183,1.000000,-17.291367,-14.868272,-13.045755,-10.339804,-6.986717,-4.922515,0.673291,-10.004848,-10.388130,0.048326
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HVHV,inside_0_20,内側0–20 m,ok,17985.035764,183,183,1.000000,-26.908526,-22.842499,-21.056399,-17.873245,-13.888063,-10.983929,-3.103336,-17.144968,-17.489383,-0.383862
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HHHH,inside_20_40,内側20–40 m,ok,12060.295974,120,120,1.000000,-19.853153,-16.622827,-15.023630,-13.667023,-12.253263,-10.729599,0.199961,-13.573661,-13.338544,-0.328479
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HVHV,inside_20_40,内側20–40 m,ok,12060.295974,120,120,1.000000,-26.205155,-24.404006,-23.140754,-21.682413,-20.006708,-18.664176,-8.163280,-21.452026,-21.327731,-0.354683
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HHHH,inside_core,内側40 m以上,ok,8509.437294,88,88,1.000000,-20.338226,-18.523503,-16.545613,-15.225804,-13.316829,-12.040593,-10.202439,-15.108437,-13.797462,-1.428343
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HVHV,inside_core,内側40 m以上,ok,8509.437294,88,88,1.000000,-26.237742,-24.906161,-23.181062,-21.906236,-20.706812,-19.731814,-18.018610,-22.063926,-21.906236,0.000000
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HHHH,outside_0_20,外側0–20 m,ok,20861.924188,205,205,1.000000,-17.429220,-12.270844,-9.858151,-6.925140,-4.663628,-2.614087,5.057973,-7.045974,-6.544273,-0.380867
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HVHV,outside_0_20,外側0–20 m,ok,20861.924188,205,205,1.000000,-23.676589,-19.573565,-16.735872,-13.483496,-10.617877,-8.668778,-2.651397,-13.862886,-13.192392,-0.291104
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HHHH,outside_20_50,外側20–50 m,ok,35807.175654,355,355,1.000000,-14.812666,-10.970412,-9.149824,-7.035232,-4.881539,-2.477919,3.061946,-6.907616,-6.730669,-0.304563
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HVHV,outside_20_50,外側20–50 m,ok,35807.175654,355,355,1.000000,-26.661253,-18.866140,-15.916245,-12.623240,-10.699214,-8.501121,-4.544548,-13.297568,-12.661904,0.038664
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HHHH,outside_50_100,外側50–100 m,ok,71968.696664,722,709,0.981994,-16.801707,-11.173959,-9.390438,-7.469228,-5.599426,-3.700399,7.268579,-7.367613,-7.047429,-0.421799
27,NISAR_L2_PR_GCOV_029_024_A_018_4005_DHDH_A_20260826T202858_20260826T202933_P05023_N_F_J_001,ASCENDING,2026-08-27,2026-08-27 05:28,2.800000,HVHV,outside_50_100,外側50–100 m,ok,71968.696664,722,709,0.981994,-25.369369,-18.804896,-16.009746,-13.206018,-11.026325,-9.208075,-4.118985,-13.687113,-13.115293,-0.090725
27,NISAR_L2_PR_GCOV_030_024_A_018_4005_DHDH_A_20260907T202858_20260907T202933_P05023_N_F_J_001,ASCENDING,2026-09-08,2026-09-08 05:28,82.200000,HHHH,inside_0_20,内側0–20 m,ok,17985.035764,183,183,1.000000,-18.077334,-14.483676,-12.883155,-10.423920,-6.164219,-3.919084,0.579381,-9.625523,-10.388130,-0.035790
27,NISAR_L2_PR_GCOV_030_024_A_018_4005_DHDH_A_20260907T202858_20260907T202933_P05023_N_F_J_001,ASCENDING,2026-09-08,2026-09-08 05:28,82.200000,HVHV,inside_0_20,内側0–20 m,ok,17985.035764,183,183,1.000000,-24.372098,-22.443594,-20.520951,-18.299531,-13.621870,-10.379597,-3.567973,-16.971725,-17.489383,-0.810148
27,NISAR_L2_PR_GCOV_030_024_A_018_4005_DHDH_A_20260907T202858_20260907T202933_P05023_N_F_J_001,ASCENDING,2026-09-08,2026-09-08 05:28,82.200000,HHHH,inside_20_40,内側20–40 m,ok,12060.295974,120,120,1.000000,-18.559311,-15.434176,-14.213231,-12.849270,-10.922734,-8.702901,0.062764,-12.440611,-13.338544,0.489274
27,NISAR_L2_PR_GCOV_030_024_A_018_4005_DHDH_A_20260907T202858_20260907T202933_P05023_N_F_J_001,ASCENDING,2026-09-08,2026-09-08 05:28,82.200000,HVHV,inside_20_40,内側20–40 m,ok,12060.295974,120,120,1.000000,-26.497920,-24.400244,-23.101953,-21.275309,-19.646442,-18.666077,-5.673733,-21.128079,-21.327731,0.052421
27,NISAR_L2_PR_GCOV_030_024_A_018_4005_DHDH_A_20260907T202858_20260907T202933_P05023_N_F_J_001,ASCENDING,2026-09-08,2026-09-08 05:28,82.200000,HHHH,inside_core,内側40 m以上,ok,8509.437294,88,88,1.000000,-17.738060,-15.997277,-15.011835,-13.383240,-11.970634,-10.756030,-8.650331,-13.379324,-13.797462,0.414222
27,NISAR_L2_PR_GCOV_030_024_A_018_4005_DHDH_A_20260907T202858_20260907T202933_P05023_N_F_J_001,ASCENDING,2026-09-08,2026-09-08 05:28,82.200000,HVHV,inside_core,内側40 m以上,ok,8509.437294,88,88,1.000000,-26.645083,-24.043697,-23.198888,-21.619749,-20.676653,-19.244835,-17.564967,-21.742278,-21.906236,0.286487
