pond_id,pond_name,orbit_direction,layer,zone,observation_count,first_observation,last_observation,median_min_db,median_max_db,median_mean_db,median_std_db,median_range_db,median_range_without_common_shift_db
28,Unnamed,ASCENDING,HVHV,whole,7,2026-06-27,2026-09-19,-17.771548,-16.339050,-17.063070,0.521996,1.432498,1.432498
28,Unnamed,DESCENDING,HHHH,shoreline,6,2026-06-26,2026-09-18,-12.405674,-4.301182,-9.874904,2.917607,8.104492,3.044287
28,Unnamed,DESCENDING,HHHH,whole,6,2026-06-26,2026-09-18,-12.405674,-4.301182,-9.874904,2.917607,8.104492,3.044287
28,Unnamed,DESCENDING,HVHV,shoreline,6,2026-06-26,2026-09-18,-17.364894,-8.890085,-15.167575,3.154119,8.474809,1.873996
28,Unnamed,DESCENDING,HVHV,whole,6,2026-06-26,2026-09-18,-17.364894,-8.890085,-15.167575,3.154119,8.474809,1.873996
29,Unnamed,ASCENDING,HHHH,shoreline,7,2026-06-27,2026-09-19,-13.720384,-11.777189,-12.806357,0.649349,1.943195,1.943195
29,Unnamed,ASCENDING,HHHH,whole,7,2026-06-27,2026-09-19,-13.720384,-11.777189,-12.806357,0.649349,1.943195,1.943195
29,Unnamed,ASCENDING,HVHV,shoreline,7,2026-06-27,2026-09-19,-19.297133,-18.597006,-19.010679,0.249339,0.700128,0.700128
29,Unnamed,ASCENDING,HVHV,whole,7,2026-06-27,2026-09-19,-19.297133,-18.597006,-19.010679,0.249339,0.700128,0.700128
29,Unnamed,DESCENDING,HHHH,shoreline,6,2026-06-26,2026-09-18,-13.801620,-7.125895,-12.392046,2.593319,6.675725,0.711701
29,Unnamed,DESCENDING,HHHH,whole,6,2026-06-26,2026-09-18,-13.801620,-7.125895,-12.392046,2.593319,6.675725,0.711701
29,Unnamed,DESCENDING,HVHV,shoreline,6,2026-06-26,2026-09-18,-18.805523,-11.052835,-17.188066,3.038996,7.752688,1.256099
29,Unnamed,DESCENDING,HVHV,whole,6,2026-06-26,2026-09-18,-18.805523,-11.052835,-17.188066,3.038996,7.752688,1.256099
3,Unnamed,ASCENDING,HHHH,shoreline,7,2026-06-27,2026-09-19,-16.670972,-14.806022,-16.042894,0.718846,1.864950,1.864950
3,Unnamed,ASCENDING,HHHH,whole,7,2026-06-27,2026-09-19,-16.670972,-14.806022,-16.042894,0.718846,1.864950,1.864950
3,Unnamed,ASCENDING,HVHV,shoreline,7,2026-06-27,2026-09-19,-20.730498,-20.275552,-20.577966,0.147196,0.454946,0.454946
3,Unnamed,ASCENDING,HVHV,whole,7,2026-06-27,2026-09-19,-20.730498,-20.275552,-20.577966,0.147196,0.454946,0.454946
3,Unnamed,DESCENDING,HHHH,shoreline,6,2026-06-26,2026-09-18,-15.480409,-3.893551,-12.570734,4.327627,11.586858,2.329797
3,Unnamed,DESCENDING,HHHH,whole,6,2026-06-26,2026-09-18,-15.480409,-3.893551,-12.570734,4.327627,11.586858,2.329797
3,Unnamed,DESCENDING,HVHV,shoreline,6,2026-06-26,2026-09-18,-19.282741,-8.709313,-16.993476,4.080176,10.573428,1.243612
3,Unnamed,DESCENDING,HVHV,whole,6,2026-06-26,2026-09-18,-19.282741,-8.709313,-16.993476,4.080176,10.573428,1.243612
30,Unnamed,ASCENDING,HHHH,shoreline,7,2026-06-27,2026-09-19,-11.912189,-7.155755,-8.941991,2.037366,4.756435,4.756435
30,Unnamed,ASCENDING,HHHH,whole,7,2026-06-27,2026-09-19,-11.912189,-7.155755,-8.941991,2.037366,4.756435,4.756435
30,Unnamed,ASCENDING,HVHV,shoreline,7,2026-06-27,2026-09-19,-19.425647,-14.197631,-16.040474,2.350364,5.228016,5.228016
30,Unnamed,ASCENDING,HVHV,whole,7,2026-06-27,2026-09-19,-19.425647,-14.197631,-16.040474,2.350364,5.228016,5.228016
30,Unnamed,DESCENDING,HHHH,shoreline,6,2026-06-26,2026-09-18,-15.438878,-4.386503,-8.722301,3.671168,11.052376,8.140257
30,Unnamed,DESCENDING,HHHH,whole,6,2026-06-26,2026-09-18,-15.438878,-4.386503,-8.722301,3.671168,11.052376,8.140257
30,Unnamed,DESCENDING,HVHV,shoreline,6,2026-06-26,2026-09-18,-19.752231,-10.050138,-14.406070,3.191848,9.702093,6.962396
30,Unnamed,DESCENDING,HVHV,whole,6,2026-06-26,2026-09-18,-19.752231,-10.050138,-14.406070,3.191848,9.702093,6.962396
31,Unnamed,ASCENDING,HHHH,core,7,2026-06-27,2026-09-19,-15.225851,-12.011497,-13.767947,1.117309,3.214354,3.214354
31,Unnamed,ASCENDING,HHHH,shoreline,7,2026-06-27,2026-09-19,-13.221211,-11.821480,-12.455152,0.540476,1.399731,1.399731
31,Unnamed,ASCENDING,HHHH,whole,7,2026-06-27,2026-09-19,-13.517864,-11.821480,-12.589194,0.619179,1.696384,1.696384
31,Unnamed,ASCENDING,HVHV,core,7,2026-06-27,2026-09-19,-22.064152,-19.995396,-21.287515,0.697120,2.068756,2.068756
31,Unnamed,ASCENDING,HVHV,shoreline,7,2026-06-27,2026-09-19,-20.960615,-20.268617,-20.555594,0.235879,0.691999,0.691999
31,Unnamed,ASCENDING,HVHV,whole,7,2026-06-27,2026-09-19,-20.979362,-20.302039,-20.590800,0.232371,0.677323,0.677323
31,Unnamed,DESCENDING,HHHH,core,6,2026-06-26,2026-09-18,-17.576339,-6.337305,-14.824662,4.250842,11.239033,2.123846
31,Unnamed,DESCENDING,HHHH,shoreline,6,2026-06-26,2026-09-18,-16.843309,-7.339327,-14.333907,3.530165,9.503982,2.365426
31,Unnamed,DESCENDING,HHHH,whole,6,2026-06-26,2026-09-18,-16.922206,-7.312269,-14.371589,3.557330,9.609937,2.322028
31,Unnamed,DESCENDING,HVHV,core,6,2026-06-26,2026-09-18,-22.190578,-11.468879,-19.942208,4.181523,10.721700,1.462574
31,Unnamed,DESCENDING,HVHV,shoreline,6,2026-06-26,2026-09-18,-20.965997,-12.361433,-19.123663,3.328652,8.604565,0.810364
31,Unnamed,DESCENDING,HVHV,whole,6,2026-06-26,2026-09-18,-21.004449,-12.309370,-19.159761,3.370101,8.695079,0.828259
32,Unnamed,ASCENDING,HHHH,core,7,2026-06-27,2026-09-19,-13.945677,-13.055497,-13.617792,0.343741,0.890179,0.890179
32,Unnamed,ASCENDING,HHHH,shoreline,7,2026-06-27,2026-09-19,-13.099495,-11.783652,-12.783597,0.451668,1.315843,1.315843
32,Unnamed,ASCENDING,HHHH,whole,7,2026-06-27,2026-09-19,-13.140317,-11.907427,-12.869097,0.432069,1.232890,1.232890
32,Unnamed,ASCENDING,HVHV,core,7,2026-06-27,2026-09-19,-21.623899,-20.459443,-21.140317,0.403344,1.164456,1.164456
32,Unnamed,ASCENDING,HVHV,shoreline,7,2026-06-27,2026-09-19,-20.315341,-19.594161,-20.015939,0.268761,0.721179,0.721179
32,Unnamed,ASCENDING,HVHV,whole,7,2026-06-27,2026-09-19,-20.628313,-19.746065,-20.223838,0.337249,0.882248,0.882248
32,Unnamed,DESCENDING,HHHH,core,6,2026-06-26,2026-09-18,-16.791901,-5.428422,-14.297728,4.367711,11.363480,1.159156
32,Unnamed,DESCENDING,HHHH,shoreline,6,2026-06-26,2026-09-18,-15.476461,-5.354295,-13.108186,3.833351,10.122166,1.627912
32,Unnamed,DESCENDING,HHHH,whole,6,2026-06-26,2026-09-18,-15.629191,-5.381522,-13.290166,3.900816,10.247669,1.407998
32,Unnamed,DESCENDING,HVHV,core,6,2026-06-26,2026-09-18,-22.068563,-9.283356,-19.261761,4.913076,12.785208,1.403843
32,Unnamed,DESCENDING,HVHV,shoreline,6,2026-06-26,2026-09-18,-20.163968,-10.515569,-18.239725,3.805200,9.648399,1.043788
32,Unnamed,DESCENDING,HVHV,whole,6,2026-06-26,2026-09-18,-20.311722,-10.364275,-18.364936,3.940261,9.947446,0.979321
33,Unnamed,ASCENDING,HHHH,shoreline,7,2026-06-27,2026-09-19,-11.570874,-10.370323,-10.983781,0.483995,1.200551,1.200551
33,Unnamed,ASCENDING,HHHH,whole,7,2026-06-27,2026-09-19,-11.570874,-10.370323,-10.983781,0.483995,1.200551,1.200551
33,Unnamed,ASCENDING,HVHV,shoreline,7,2026-06-27,2026-09-19,-18.495751,-17.893882,-18.175387,0.206893,0.601869,0.601869
33,Unnamed,ASCENDING,HVHV,whole,7,2026-06-27,2026-09-19,-18.495751,-17.893882,-18.175387,0.206893,0.601869,0.601869
33,Unnamed,DESCENDING,HHHH,shoreline,6,2026-06-26,2026-09-18,-13.247751,-6.712435,-11.347767,2.338032,6.535316,1.731407
33,Unnamed,DESCENDING,HHHH,whole,6,2026-06-26,2026-09-18,-13.247751,-6.712435,-11.347767,2.338032,6.535316,1.731407
33,Unnamed,DESCENDING,HVHV,shoreline,6,2026-06-26,2026-09-18,-18.914491,-11.381779,-16.990984,2.830466,7.532712,1.916020
33,Unnamed,DESCENDING,HVHV,whole,6,2026-06-26,2026-09-18,-18.914491,-11.381779,-16.990984,2.830466,7.532712,1.916020
34,Unnamed,ASCENDING,HHHH,shoreline,7,2026-06-27,2026-09-19,-13.337037,-12.451378,-12.953785,0.318380,0.885659,0.885659
34,Unnamed,ASCENDING,HHHH,whole,7,2026-06-27,2026-09-19,-13.337037,-12.451378,-12.953785,0.318380,0.885659,0.885659
34,Unnamed,ASCENDING,HVHV,shoreline,7,2026-06-27,2026-09-19,-20.840335,-20.085569,-20.386206,0.265288,0.754766,0.754766
34,Unnamed,ASCENDING,HVHV,whole,7,2026-06-27,2026-09-19,-20.840335,-20.085569,-20.386206,0.265288,0.754766,0.754766
34,Unnamed,DESCENDING,HHHH,shoreline,6,2026-06-26,2026-09-18,-16.043335,-5.225175,-13.851898,4.245325,10.818160,1.119775
34,Unnamed,DESCENDING,HHHH,whole,6,2026-06-26,2026-09-18,-16.043335,-5.225175,-13.851898,4.245325,10.818160,1.119775
34,Unnamed,DESCENDING,HVHV,shoreline,6,2026-06-26,2026-09-18,-20.025038,-8.781844,-17.931658,4.500260,11.243194,1.049957
34,Unnamed,DESCENDING,HVHV,whole,6,2026-06-26,2026-09-18,-20.025038,-8.781844,-17.931658,4.500260,11.243194,1.049957
35,Unnamed,ASCENDING,HHHH,core,7,2026-06-27,2026-09-19,-13.610014,-9.518938,-11.607004,1.283350,4.091076,4.091076
35,Unnamed,ASCENDING,HHHH,shoreline,7,2026-06-27,2026-09-19,-11.136492,-9.763003,-10.752040,0.497832,1.373490,1.373490
35,Unnamed,ASCENDING,HHHH,whole,7,2026-06-27,2026-09-19,-11.136492,-9.775582,-10.756015,0.490394,1.360910,1.360910
35,Unnamed,ASCENDING,HVHV,core,7,2026-06-27,2026-09-19,-23.569941,-19.558830,-22.003415,1.394112,4.011111,4.011111
35,Unnamed,ASCENDING,HVHV,shoreline,7,2026-06-27,2026-09-19,-20.218245,-18.987642,-19.637366,0.473732,1.230603,1.230603
35,Unnamed,ASCENDING,HVHV,whole,7,2026-06-27,2026-09-19,-20.253437,-19.001619,-19.672979,0.483790,1.251818,1.251818
35,Unnamed,DESCENDING,HHHH,core,6,2026-06-26,2026-09-18,-19.123089,-6.224062,-15.306699,4.600477,12.899027,3.284647
35,Unnamed,DESCENDING,HHHH,shoreline,6,2026-06-26,2026-09-18,-14.947415,-4.903499,-12.872239,3.929153,10.043916,1.172288
35,Unnamed,DESCENDING,HHHH,whole,6,2026-06-26,2026-09-18,-14.969770,-4.903499,-12.906358,3.947509,10.066271,1.167342
35,Unnamed,DESCENDING,HVHV,core,6,2026-06-26,2026-09-18,-22.836785,-9.997678,-19.685411,4.855972,12.839107,2.666055
35,Unnamed,DESCENDING,HVHV,shoreline,6,2026-06-26,2026-09-18,-19.962837,-10.031747,-17.741616,3.814624,9.931090,1.526859
35,Unnamed,DESCENDING,HVHV,whole,6,2026-06-26,2026-09-18,-19.962837,-10.031747,-17.762127,3.822495,9.931090,1.486256
43,Unnamed,ASCENDING,HHHH,shoreline,7,2026-06-27,2026-09-19,-15.033908,-12.830296,-14.041560,0.968298,2.203612,2.203612
43,Unnamed,ASCENDING,HHHH,whole,7,2026-06-27,2026-09-19,-15.033908,-12.830296,-14.041560,0.968298,2.203612,2.203612
43,Unnamed,ASCENDING,HVHV,shoreline,7,2026-06-27,2026-09-19,-20.437515,-19.070618,-19.932484,0.571332,1.366897,1.366897
43,Unnamed,ASCENDING,HVHV,whole,7,2026-06-27,2026-09-19,-20.437515,-19.070618,-19.932484,0.571332,1.366897,1.366897
43,Unnamed,DESCENDING,HHHH,shoreline,6,2026-06-26,2026-09-18,-16.007144,-6.656199,-13.417055,3.511008,9.350944,3.409665
43,Unnamed,DESCENDING,HHHH,whole,6,2026-06-26,2026-09-18,-16.007144,-6.656199,-13.417055,3.511008,9.350944,3.409665
43,Unnamed,DESCENDING,HVHV,shoreline,6,2026-06-26,2026-09-18,-19.840558,-10.613677,-17.881161,3.604282,9.226882,1.518043
43,Unnamed,DESCENDING,HVHV,whole,6,2026-06-26,2026-09-18,-19.840558,-10.613677,-17.881161,3.604282,9.226882,1.518043
48,Unnamed,ASCENDING,HHHH,shoreline,7,2026-06-27,2026-09-19,-14.040351,-12.673617,-13.356194,0.542835,1.366735,1.366735
48,Unnamed,ASCENDING,HHHH,whole,7,2026-06-27,2026-09-19,-14.040351,-12.673617,-13.356194,0.542835,1.366735,1.366735
48,Unnamed,ASCENDING,HVHV,shoreline,7,2026-06-27,2026-09-19,-19.069908,-17.684814,-18.466716,0.585341,1.385093,1.385093
48,Unnamed,ASCENDING,HVHV,whole,7,2026-06-27,2026-09-19,-19.069908,-17.684814,-18.466716,0.585341,1.385093,1.385093
48,Unnamed,DESCENDING,HHHH,shoreline,6,2026-06-26,2026-09-18,-13.565882,-6.447206,-12.155845,2.815657,7.118676,0.908944
48,Unnamed,DESCENDING,HHHH,whole,6,2026-06-26,2026-09-18,-13.565882,-6.447206,-12.155845,2.815657,7.118676,0.908944
48,Unnamed,DESCENDING,HVHV,shoreline,6,2026-06-26,2026-09-18,-19.177590,-10.991944,-17.029120,3.061288,8.185646,1.938298
48,Unnamed,DESCENDING,HVHV,whole,6,2026-06-26,2026-09-18,-19.177590,-10.991944,-17.029120,3.061288,8.185646,1.938298
